"Lemma" "Corpus" "Semantic domain"
"1749" "escape" "Youth Fiction Sampled" "activity"
"1750" "establish" "Youth Fiction Sampled" "aspectual"
"1751" "evaporate" "Youth Fiction Sampled" "occurrence"
"1752" "evolve" "Textbook Conversation" "occurrence"
"1753" "exaggerate" "Spoken BNC 2014" "communication"
"1754" "exaggerate" "Textbook Conversation" "communication"
"1755" "exaggerate" "Spoken BNC 2014" "communication"
"1756" "exaggerate" "Youth Fiction Sampled" "communication"
"1757" "exaggerate" "Textbook Conversation" "communication"
"1758" "exaggerate" "Textbook Conversation" "communication"
"1759" "except" "Youth Fiction Sampled" "activity"
"1760" "exclude" "Textbook Conversation" "activity"
"1761" "exist" "Youth Fiction Sampled" "existence_relationship"
"1762" "expect" "Textbook Conversation" "mental"
"1763" "expect" "Youth Fiction Sampled" "mental"
"1764" "expect" "Textbook Fiction" "mental"
"1765" "expect" "Youth Fiction Sampled" "mental"
"1766" "expect" "Youth Fiction Sampled" "mental"
"1767" "expect" "Textbook Fiction" "mental"
"1768" "expect" "Textbook Conversation" "mental"
"1769" "expect" "Textbook Fiction" "mental"
"1770" "expect" "Spoken BNC 2014" "mental"
"1771" "expect" "Spoken BNC 2014" "mental"
"1772" "expect" "Textbook Fiction" "mental"
"1773" "expect" "Textbook Fiction" "mental"
"1774" "expect" "Youth Fiction Sampled" "mental"
"1775" "expect" "Youth Fiction Sampled" "mental"
"1776" "expect" "Textbook Conversation" "mental"
"1777" "experience" "Textbook Fiction" "mental"
"1778" "experiment" "Textbook Conversation" "activity"
"1779" "explain" "Textbook Fiction" "communication"
"1780" "explain" "Spoken BNC 2014" "communication"
"1781" "explain" "Spoken BNC 2014" "communication"
"1782" "explain" "Youth Fiction Sampled" "communication"
"1783" "explode" "Textbook Conversation" "occurrence"
"1784" "exploit" "Spoken BNC 2014" "activity"
"1785" "express" "Textbook Conversation" "communication"
"1786" "extend" "Spoken BNC 2014" "unclear_other"
"1787" "extract" "Youth Fiction Sampled" "activity"
"1788" "face" "Youth Fiction Sampled" "mental"
"1789" "face" "Textbook Conversation" "mental"
"1790" "face" "Spoken BNC 2014" "mental"
"1791" "face" "Textbook Conversation" "mental"
"1792" "face up" "Youth Fiction Sampled" "mental"
"1793" "facilitate" "Spoken BNC 2014" "facilitation_causation"
"1794" "fade" "Youth Fiction Sampled" "occurrence"
"1795" "fade away" "Textbook Fiction" "aspectual"
"1796" "fade away" "Youth Fiction Sampled" "aspectual"
"1797" "fall" "Textbook Conversation" "occurrence"
"1798" "fall" "Textbook Conversation" "occurrence"
"1799" "fall" "Textbook Fiction" "occurrence"
"1800" "fall" "Spoken BNC 2014" "occurrence"
"1801" "fall" "Textbook Fiction" "occurrence"
"1802" "fall" "Textbook Conversation" "occurrence"
"1803" "fall" "Textbook Conversation" "occurrence"
"1804" "fall" "Textbook Conversation" "occurrence"
"1805" "fall apart" "Spoken BNC 2014" "occurrence"
"1806" "fall apart" "Spoken BNC 2014" "occurrence"
"1807" "fall asleep" "Spoken BNC 2014" "occurrence"
"1808" "fall down" "Textbook Fiction" "unclear_other"
"1809" "fall down" "Spoken BNC 2014" "unclear_other"
"1810" "feed" "Textbook Conversation" "activity"
"1811" "feed" "Textbook Conversation" "activity"
"1812" "feed" "Youth Fiction Sampled" "activity"
"1813" "feed" "Youth Fiction Sampled" "activity"
"1814" "feed" "Youth Fiction Sampled" "activity"
"1815" "feed" "Textbook Fiction" "activity"
"1816" "feel" "Textbook Conversation" "mental"
"1817" "feel" "Textbook Conversation" "mental"
"1818" "feel" "Spoken BNC 2014" "mental"
"1819" "feel" "Textbook Conversation" "mental"
"1820" "feel" "Spoken BNC 2014" "mental"
"1821" "feel" "Textbook Fiction" "mental"
"1822" "feel" "Textbook Conversation" "mental"
"1823" "feel" "Textbook Conversation" "mental"
"1824" "feel" "Textbook Conversation" "mental"
"1825" "feel" "Spoken BNC 2014" "mental"
"1826" "feel" "Spoken BNC 2014" "mental"
"1827" "feel" "Youth Fiction Sampled" "mental"
"1828" "feel" "Textbook Conversation" "mental"
"1829" "feel" "Textbook Fiction" "mental"
"1830" "feel" "Youth Fiction Sampled" "mental"
"1831" "feel" "Spoken BNC 2014" "mental"
"1832" "feel" "Textbook Conversation" "mental"
"1833" "feel" "Textbook Conversation" "mental"
"1834" "feel" "Youth Fiction Sampled" "mental"
"1835" "feel" "Textbook Conversation" "mental"
"1836" "feel" "Textbook Conversation" "mental"
"1837" "feel" "Spoken BNC 2014" "mental"
"1838" "feel" "Youth Fiction Sampled" "mental"
"1839" "feel" "Textbook Conversation" "mental"
"1840" "feel" "Textbook Conversation" "mental"
"1841" "feel" "Textbook Conversation" "mental"
"1842" "feel" "Youth Fiction Sampled" "mental"
"1843" "feel" "Youth Fiction Sampled" "mental"
"1844" "feel" "Spoken BNC 2014" "mental"
"1845" "feel" "Textbook Conversation" "mental"
"1846" "feel" "Textbook Conversation" "mental"
"1847" "feel" "Textbook Fiction" "mental"
"1848" "feel" "Textbook Conversation" "mental"
"1849" "feel" "Textbook Conversation" "mental"
"1850" "feel" "Textbook Conversation" "mental"
"1851" "feel" "Textbook Fiction" "mental"
"1852" "feel" "Textbook Fiction" "mental"
"1853" "feel" "Spoken BNC 2014" "mental"
"1854" "feel" "Textbook Fiction" "mental"
"1855" "feel" "Textbook Conversation" "mental"
"1856" "feel" "Textbook Conversation" "mental"
"1857" "feel" "Spoken BNC 2014" "mental"
"1858" "feel" "Spoken BNC 2014" "mental"
"1859" "feel" "Textbook Conversation" "mental"
"1860" "feel" "Textbook Conversation" "mental"
"1861" "feel" "Youth Fiction Sampled" "mental"
"1862" "feel" "Youth Fiction Sampled" "mental"
"1863" "feel" "Textbook Fiction" "mental"
"1864" "feel" "Spoken BNC 2014" "mental"
"1865" "feel" "Textbook Fiction" "mental"
"1866" "feel" "Textbook Conversation" "mental"
"1867" "feel" "Textbook Fiction" "mental"
"1868" "feel" "Textbook Fiction" "mental"
"1869" "feel" "Youth Fiction Sampled" "mental"
"1870" "feel" "Textbook Conversation" "mental"
"1871" "feel" "Textbook Conversation" "mental"
"1872" "feel" "Textbook Conversation" "mental"
"1873" "feel" "Youth Fiction Sampled" "mental"
"1874" "feel" "Textbook Conversation" "mental"
"1875" "feel" "Textbook Conversation" "mental"
"1876" "feel" "Textbook Conversation" "mental"
"1877" "feel" "Spoken BNC 2014" "mental"
"1878" "feel" "Textbook Fiction" "mental"
"1879" "feel" "Textbook Fiction" "mental"
"1880" "feel" "Youth Fiction Sampled" "mental"
"1881" "feel" "Spoken BNC 2014" "mental"
"1882" "feel" "Textbook Fiction" "mental"
"1883" "feel" "Textbook Conversation" "mental"
"1884" "feel" "Textbook Conversation" "mental"
"1885" "feel" "Textbook Conversation" "mental"
"1886" "feel" "Textbook Fiction" "mental"
"1887" "feel" "Spoken BNC 2014" "mental"
"1888" "feel" "Textbook Conversation" "mental"
"1889" "fight" "Youth Fiction Sampled" "activity"
"1890" "fight" "Youth Fiction Sampled" "activity"
"1891" "fight" "Textbook Conversation" "activity"
"1892" "fight" "Youth Fiction Sampled" "activity"
"1893" "fight" "Textbook Conversation" "activity"
"1894" "fight" "Textbook Conversation" "activity"
"1895" "fight" "Textbook Conversation" "activity"
"1896" "fight" "Youth Fiction Sampled" "activity"
"1897" "fight" "Textbook Conversation" "activity"
"1898" "fight" "Textbook Conversation" "activity"
"1899" "fight" "Spoken BNC 2014" "activity"
"1900" "fight about" "Textbook Fiction" "activity"
"1901" "fight back" "Textbook Fiction" "activity"
"1902" "fight down" "Youth Fiction Sampled" "activity"
"1903" "fight for" "Spoken BNC 2014" "activity"
"1904" "fill" "Textbook Conversation" "activity"
"1905" "fill up" "Spoken BNC 2014" "activity"
"1906" "fill up" "Textbook Fiction" "activity"
"1907" "film" "Textbook Conversation" "activity"
"1908" "film" "Textbook Fiction" "activity"
"1909" "film" "Textbook Conversation" "activity"
"1910" "film" "Spoken BNC 2014" "activity"
"1911" "film" "Textbook Conversation" "activity"
"1912" "find" "Spoken BNC 2014" "unclear_other"
"1913" "find" "Spoken BNC 2014" "unclear_other"
"1914" "find" "Textbook Conversation" "unclear_other"
"1915" "find" "Textbook Conversation" "unclear_other"
"1916" "find" "Textbook Fiction" "unclear_other"
"1917" "find" "Textbook Fiction" "unclear_other"
"1918" "finger" "Spoken BNC 2014" "activity"
"1919" "finish" "Spoken BNC 2014" "aspectual"
"1920" "finish" "Textbook Fiction" "aspectual"
"1921" "finish off" "Spoken BNC 2014" "activity"
"1922" "fire" "Spoken BNC 2014" "unclear_other"
"1923" "fire" "Spoken BNC 2014" "unclear_other"
"1924" "fish" "Youth Fiction Sampled" "activity"
"1925" "fix" "Youth Fiction Sampled" "activity"
"1926" "fix" "Textbook Fiction" "activity"
"1927" "fix" "Textbook Fiction" "activity"
"1928" "fix" "Textbook Fiction" "activity"
"1929" "fix up" "Youth Fiction Sampled" "activity"
"1930" "flame" "Youth Fiction Sampled" "occurrence"
"1931" "flap" "Spoken BNC 2014" "occurrence"
"1932" "flash" "Youth Fiction Sampled" "occurrence"
"1933" "flick" "Spoken BNC 2014" "activity"
"1934" "flick" "Spoken BNC 2014" "activity"
"1935" "flick through" "Youth Fiction Sampled" "activity"
"1936" "flirt" "Textbook Conversation" "activity"
"1937" "flit" "Spoken BNC 2014" "occurrence"
"1938" "float" "Textbook Fiction" "occurrence"
"1939" "float" "Youth Fiction Sampled" "occurrence"
"1940" "float away" "Textbook Fiction" "existence_relationship"
"1941" "flood out" "Youth Fiction Sampled" "occurrence"
"1942" "flow" "Youth Fiction Sampled" "occurrence"
"1943" "fly" "Textbook Conversation" "activity"
"1944" "fly" "Spoken BNC 2014" "activity"
"1945" "fly" "Spoken BNC 2014" "activity"
"1946" "fly" "Spoken BNC 2014" "activity"
"1947" "fly" "Youth Fiction Sampled" "activity"
"1948" "fly" "Textbook Conversation" "activity"
"1949" "fly" "Spoken BNC 2014" "activity"
"1950" "fly" "Textbook Conversation" "activity"
"1951" "fly" "Textbook Conversation" "activity"
"1952" "fly" "Textbook Conversation" "activity"
"1953" "fly" "Youth Fiction Sampled" "activity"
"1954" "fly" "Textbook Conversation" "activity"
"1955" "fly" "Spoken BNC 2014" "activity"
"1956" "fly" "Spoken BNC 2014" "activity"
"1957" "fly" "Textbook Conversation" "activity"
"1958" "fly" "Textbook Conversation" "activity"
"1959" "fly" "Youth Fiction Sampled" "activity"
"1960" "fly around" "Textbook Fiction" "activity"
"1961" "fly over" "Youth Fiction Sampled" "occurrence"
"1962" "fly over" "Youth Fiction Sampled" "occurrence"
"1963" "focus" "Spoken BNC 2014" "mental"
"1964" "follow" "Textbook Fiction" "unclear_other"
"1965" "follow" "Textbook Fiction" "unclear_other"
"1966" "follow" "Textbook Conversation" "unclear_other"
"1967" "follow" "Spoken BNC 2014" "unclear_other"
"1968" "follow" "Textbook Fiction" "unclear_other"
"1969" "follow" "Textbook Conversation" "unclear_other"
"1970" "follow" "Spoken BNC 2014" "unclear_other"
"1971" "follow" "Youth Fiction Sampled" "unclear_other"
"1972" "follow" "Youth Fiction Sampled" "unclear_other"
"1973" "follow" "Textbook Conversation" "unclear_other"
"1974" "follow" "Youth Fiction Sampled" "unclear_other"
"1975" "follow" "Spoken BNC 2014" "unclear_other"
"1976" "follow" "Textbook Fiction" "unclear_other"
"1977" "follow" "Youth Fiction Sampled" "unclear_other"
"1978" "follow" "Textbook Conversation" "unclear_other"
"1979" "follow" "Spoken BNC 2014" "unclear_other"
"1980" "follow" "Spoken BNC 2014" "unclear_other"
"1981" "follow" "Youth Fiction Sampled" "unclear_other"
"1982" "fool" "Youth Fiction Sampled" "activity"
"1983" "fool around" "Youth Fiction Sampled" "activity"
"1984" "fool around" "Textbook Conversation" "activity"
"1985" "force" "Youth Fiction Sampled" "facilitation_causation"
"1986" "force open" "Youth Fiction Sampled" "activity"
"1987" "forget" "Textbook Conversation" "mental"
"1988" "forget" "Spoken BNC 2014" "mental"
"1989" "forget" "Textbook Conversation" "mental"
"1990" "form up" "Youth Fiction Sampled" "occurrence"
"1991" "freewheel" "Spoken BNC 2014" "activity"
"1992" "freeze" "Spoken BNC 2014" "occurrence"
"1993" "freeze" "Spoken BNC 2014" "occurrence"
"1994" "freeze" "Spoken BNC 2014" "occurrence"
"1995" "freeze" "Spoken BNC 2014" "occurrence"
"1996" "frown" "Textbook Conversation" "communication"
"1997" "fry" "Spoken BNC 2014" "activity"
"1998" "function" "Spoken BNC 2014" "existence_relationship"
"1999" "fundraise" "Textbook Conversation" "activity"
"2000" "gain" "Textbook Conversation" "occurrence"
"2001" "garden" "Textbook Conversation" "activity"
"2002" "garden" "Youth Fiction Sampled" "activity"
"2003" "gasp" "Spoken BNC 2014" "communication"
"2004" "gasp" "Youth Fiction Sampled" "communication"
"2005" "gather" "Youth Fiction Sampled" "activity"
"2006" "gather" "Youth Fiction Sampled" "activity"
"2007" "gaze" "Youth Fiction Sampled" "mental"
"2008" "gear up" "Spoken BNC 2014" "activity"
"2009" "get" "Youth Fiction Sampled" "unclear_other"
"2010" "get" "Spoken BNC 2014" "unclear_other"
"2011" "get" "Spoken BNC 2014" "unclear_other"
"2012" "get" "Youth Fiction Sampled" "unclear_other"
"2013" "get" "Spoken BNC 2014" "unclear_other"
"2014" "get" "Textbook Conversation" "unclear_other"
"2015" "get" "Textbook Fiction" "unclear_other"
"2016" "get" "Textbook Fiction" "unclear_other"
"2017" "get" "Textbook Fiction" "unclear_other"
"2018" "get" "Spoken BNC 2014" "unclear_other"
"2019" "get" "Spoken BNC 2014" "unclear_other"
"2020" "get" "Spoken BNC 2014" "unclear_other"
"2021" "get" "Textbook Fiction" "unclear_other"
"2022" "get" "Spoken BNC 2014" "unclear_other"
"2023" "get" "Spoken BNC 2014" "unclear_other"
"2024" "get" "Textbook Conversation" "unclear_other"
"2025" "get" "Textbook Fiction" "unclear_other"
"2026" "get" "Spoken BNC 2014" "unclear_other"
"2027" "get" "Textbook Conversation" "unclear_other"
"2028" "get" "Spoken BNC 2014" "unclear_other"
"2029" "get" "Spoken BNC 2014" "unclear_other"
"2030" "get" "Spoken BNC 2014" "unclear_other"
"2031" "get" "Textbook Fiction" "unclear_other"
"2032" "get" "Textbook Conversation" "unclear_other"
"2033" "get" "Spoken BNC 2014" "unclear_other"
"2034" "get" "Spoken BNC 2014" "unclear_other"
"2035" "get" "Spoken BNC 2014" "unclear_other"
"2036" "get" "Spoken BNC 2014" "unclear_other"
"2037" "get" "Spoken BNC 2014" "unclear_other"
"2038" "get" "Spoken BNC 2014" "unclear_other"
"2039" "get" "Spoken BNC 2014" "unclear_other"
"2040" "get" "Spoken BNC 2014" "unclear_other"
"2041" "get" "Spoken BNC 2014" "unclear_other"
"2042" "get" "Textbook Conversation" "unclear_other"
"2043" "get" "Spoken BNC 2014" "unclear_other"
"2044" "get" "Textbook Conversation" "unclear_other"
"2045" "get" "Youth Fiction Sampled" "unclear_other"
"2046" "get" "Textbook Fiction" "unclear_other"
"2047" "get" "Textbook Fiction" "unclear_other"
"2048" "get" "Textbook Conversation" "unclear_other"
"2049" "get" "Textbook Conversation" "unclear_other"
"2050" "get" "Textbook Fiction" "unclear_other"
"2051" "get" "Youth Fiction Sampled" "unclear_other"
"2052" "get" "Textbook Conversation" "unclear_other"
"2053" "get" "Spoken BNC 2014" "unclear_other"
"2054" "get" "Textbook Fiction" "unclear_other"
"2055" "get" "Textbook Fiction" "unclear_other"
"2056" "get" "Spoken BNC 2014" "unclear_other"
"2057" "get" "Textbook Conversation" "unclear_other"
"2058" "get" "Textbook Conversation" "unclear_other"
"2059" "get" "Youth Fiction Sampled" "unclear_other"
"2060" "get" "Spoken BNC 2014" "unclear_other"
"2061" "get" "Youth Fiction Sampled" "unclear_other"
"2062" "get" "Textbook Fiction" "unclear_other"
"2063" "get" "Spoken BNC 2014" "unclear_other"
"2064" "get" "Spoken BNC 2014" "unclear_other"
"2065" "get" "Spoken BNC 2014" "unclear_other"
"2066" "get" "Textbook Conversation" "unclear_other"
"2067" "get" "Textbook Conversation" "unclear_other"
"2068" "get" "Spoken BNC 2014" "unclear_other"
"2069" "get" "Textbook Fiction" "unclear_other"
"2070" "get" "Spoken BNC 2014" "unclear_other"
"2071" "get" "Spoken BNC 2014" "unclear_other"
"2072" "get" "Youth Fiction Sampled" "unclear_other"
"2073" "get" "Textbook Conversation" "unclear_other"
"2074" "get" "Textbook Conversation" "unclear_other"
"2075" "get" "Textbook Conversation" "unclear_other"
"2076" "get" "Textbook Fiction" "unclear_other"
"2077" "get" "Youth Fiction Sampled" "unclear_other"
"2078" "get" "Spoken BNC 2014" "unclear_other"
"2079" "get" "Textbook Fiction" "unclear_other"
"2080" "get" "Textbook Conversation" "unclear_other"
"2081" "get" "Textbook Conversation" "unclear_other"
"2082" "get" "Textbook Conversation" "unclear_other"
"2083" "get" "Spoken BNC 2014" "unclear_other"
"2084" "get" "Youth Fiction Sampled" "unclear_other"
"2085" "get" "Spoken BNC 2014" "unclear_other"
"2086" "get" "Spoken BNC 2014" "unclear_other"
"2087" "get" "Textbook Conversation" "unclear_other"
"2088" "get" "Textbook Conversation" "unclear_other"
"2089" "get" "Spoken BNC 2014" "unclear_other"
"2090" "get" "Spoken BNC 2014" "unclear_other"
"2091" "get" "Textbook Conversation" "unclear_other"
"2092" "get" "Textbook Fiction" "unclear_other"
"2093" "get" "Youth Fiction Sampled" "unclear_other"
"2094" "get" "Spoken BNC 2014" "unclear_other"
"2095" "get" "Youth Fiction Sampled" "unclear_other"
"2096" "get" "Textbook Fiction" "unclear_other"
"2097" "get" "Spoken BNC 2014" "unclear_other"
"2098" "get" "Spoken BNC 2014" "unclear_other"
"2099" "get" "Spoken BNC 2014" "unclear_other"
"2100" "get" "Youth Fiction Sampled" "unclear_other"
"2101" "get" "Youth Fiction Sampled" "unclear_other"
"2102" "get" "Textbook Conversation" "unclear_other"
"2103" "get" "Spoken BNC 2014" "unclear_other"
"2104" "get" "Textbook Fiction" "unclear_other"
"2105" "get" "Textbook Fiction" "unclear_other"
"2106" "get" "Textbook Fiction" "unclear_other"
"2107" "get" "Spoken BNC 2014" "unclear_other"
"2108" "get" "Textbook Fiction" "unclear_other"
"2109" "get" "Spoken BNC 2014" "unclear_other"
"2110" "get" "Spoken BNC 2014" "unclear_other"
"2111" "get" "Spoken BNC 2014" "unclear_other"
"2112" "get" "Textbook Conversation" "unclear_other"
"2113" "get" "Textbook Conversation" "unclear_other"
"2114" "get" "Spoken BNC 2014" "unclear_other"
"2115" "get" "Textbook Conversation" "unclear_other"
"2116" "get" "Spoken BNC 2014" "unclear_other"
"2117" "get" "Spoken BNC 2014" "unclear_other"
"2118" "get" "Spoken BNC 2014" "unclear_other"
"2119" "get" "Spoken BNC 2014" "unclear_other"
"2120" "get" "Spoken BNC 2014" "unclear_other"
"2121" "get" "Textbook Fiction" "unclear_other"
"2122" "get" "Textbook Fiction" "unclear_other"
"2123" "get" "Textbook Conversation" "unclear_other"
"2124" "get" "Youth Fiction Sampled" "unclear_other"
"2125" "get" "Textbook Conversation" "unclear_other"
"2126" "get" "Youth Fiction Sampled" "unclear_other"
