"Lemma"	"Corpus"
"2507"	"happen"	"Textbook Fiction"
"2508"	"help"	"Textbook Fiction"
"2509"	"burn"	"Textbook Fiction"
"2510"	"dance"	"Textbook Fiction"
"2511"	"chase"	"Textbook Fiction"
"2512"	"wave"	"Textbook Fiction"
"2513"	"make"	"Textbook Fiction"
"2514"	"stand up"	"Textbook Fiction"
"2515"	"stand"	"Textbook Fiction"
"2516"	"point"	"Textbook Fiction"
"2517"	"laugh"	"Textbook Fiction"
"2518"	"enjoy"	"Textbook Fiction"
"2519"	"laugh"	"Textbook Fiction"
"2520"	"march"	"Textbook Fiction"
"2521"	"row"	"Textbook Fiction"
"2522"	"hold"	"Textbook Fiction"
"2523"	"row"	"Textbook Fiction"
"2524"	"try"	"Textbook Fiction"
"2525"	"work"	"Textbook Fiction"
"2526"	"make it"	"Textbook Fiction"
"2527"	"do"	"Textbook Fiction"
"2528"	"try"	"Textbook Fiction"
"2529"	"beat"	"Textbook Fiction"
"2530"	"go"	"Textbook Fiction"
"2531"	"sit"	"Textbook Fiction"
"2532"	"build"	"Textbook Fiction"
"2533"	"have"	"Textbook Fiction"
"2534"	"ask"	"Textbook Fiction"
"2535"	"do"	"Textbook Fiction"
"2536"	"visit"	"Textbook Fiction"
"2537"	"learn"	"Textbook Fiction"
"2538"	"walk"	"Textbook Fiction"
"2539"	"read out"	"Textbook Fiction"
"2540"	"plan"	"Textbook Fiction"
"2541"	"visit"	"Textbook Fiction"
"2542"	"stand"	"Textbook Fiction"
"2543"	"do"	"Textbook Fiction"
"2544"	"reach"	"Textbook Fiction"
"2545"	"begin"	"Textbook Fiction"
"2546"	"try"	"Textbook Fiction"
"2547"	"train"	"Textbook Fiction"
"2548"	"shine"	"Textbook Fiction"
"2549"	"eat"	"Textbook Fiction"
"2550"	"do"	"Textbook Fiction"
"2551"	"do"	"Textbook Fiction"
"2552"	"shiver"	"Textbook Fiction"
"2553"	"think"	"Textbook Fiction"
"2554"	"do"	"Textbook Fiction"
"2555"	"moan"	"Textbook Fiction"
"2556"	"sit"	"Textbook Fiction"
"2557"	"look at"	"Textbook Fiction"
"2558"	"smile"	"Textbook Fiction"
"2559"	"look"	"Textbook Fiction"
"2560"	"look forward"	"Textbook Fiction"
"2561"	"look for"	"Textbook Fiction"
"2562"	"drive"	"Textbook Fiction"
"2563"	"happen"	"Textbook Fiction"
"2564"	"try"	"Textbook Fiction"
"2565"	"move"	"Textbook Fiction"
"2566"	"get"	"Textbook Fiction"
"2567"	"go on"	"Textbook Fiction"
"2568"	"look"	"Textbook Fiction"
"2569"	"carry"	"Textbook Fiction"
"2570"	"arrest"	"Textbook Fiction"
"2571"	"start"	"Textbook Fiction"
"2572"	"do"	"Textbook Fiction"
"2573"	"do"	"Textbook Fiction"
"2574"	"do"	"Textbook Fiction"
"2575"	"enjoy"	"Textbook Fiction"
"2576"	"go up"	"Textbook Fiction"
"2577"	"try"	"Textbook Fiction"
"2578"	"walk along"	"Textbook Fiction"
"2579"	"spin"	"Textbook Fiction"
"2580"	"go"	"Textbook Fiction"
"2581"	"listen"	"Textbook Fiction"
"2582"	"work"	"Textbook Fiction"
"2583"	"go"	"Textbook Fiction"
"2584"	"wait"	"Textbook Fiction"
"2585"	"hope"	"Textbook Fiction"
"2586"	"think about"	"Textbook Fiction"
"2587"	"go"	"Textbook Fiction"
"2588"	"wait"	"Textbook Fiction"
"2589"	"save"	"Textbook Fiction"
"2590"	"walk"	"Textbook Fiction"
"2591"	"shop"	"Textbook Fiction"
"2592"	"wear"	"Textbook Fiction"
"2593"	"cry"	"Textbook Fiction"
"2594"	"call for"	"Textbook Fiction"
"2595"	"look for"	"Textbook Fiction"
"2596"	"take part"	"Textbook Fiction"
"2597"	"talk about"	"Textbook Fiction"
"2598"	"write"	"Textbook Fiction"
"2599"	"whisper"	"Textbook Fiction"
"2600"	"organize"	"Textbook Fiction"
"2601"	"sit"	"Textbook Fiction"
"2602"	"wash"	"Textbook Fiction"
"2603"	"rain"	"Textbook Fiction"
"2604"	"wait"	"Textbook Fiction"
"2605"	"get"	"Textbook Fiction"
"2606"	"walk"	"Textbook Fiction"
"2607"	"feel"	"Textbook Fiction"
"2608"	"walk"	"Textbook Fiction"
"2609"	"eat"	"Textbook Fiction"
"2610"	"do"	"Textbook Fiction"
"2611"	"do"	"Textbook Fiction"
"2612"	"work"	"Textbook Fiction"
"2613"	"scrape together"	"Textbook Fiction"
"2614"	"tell"	"Textbook Fiction"
"2615"	"go"	"Textbook Fiction"
"2616"	"try"	"Textbook Fiction"
"2617"	"try"	"Textbook Fiction"
"2618"	"wait for"	"Textbook Fiction"
"2619"	"wait"	"Textbook Fiction"
"2620"	"have"	"Textbook Fiction"
"2621"	"have"	"Textbook Fiction"
"2622"	"look"	"Textbook Fiction"
"2623"	"film"	"Textbook Fiction"
"2624"	"say"	"Textbook Fiction"
"2625"	"have"	"Textbook Fiction"
"2626"	"stand"	"Textbook Fiction"
"2627"	"finish"	"Textbook Fiction"
"2628"	"carry"	"Textbook Fiction"
"2629"	"wear"	"Textbook Fiction"
"2630"	"carry"	"Textbook Fiction"
"2631"	"wear"	"Textbook Fiction"
"2632"	"listen"	"Textbook Fiction"
"2633"	"store"	"Textbook Fiction"
"2634"	"wear"	"Textbook Fiction"
"2635"	"play"	"Textbook Fiction"
"2636"	"carry"	"Textbook Fiction"
"2637"	"pack"	"Textbook Fiction"
"2638"	"wear"	"Textbook Fiction"
"2639"	"kneel"	"Textbook Fiction"
"2640"	"get"	"Textbook Fiction"
"2641"	"work"	"Textbook Fiction"
"2642"	"write"	"Textbook Fiction"
"2643"	"begin"	"Textbook Fiction"
"2644"	"dig"	"Textbook Fiction"
"2645"	"sit"	"Textbook Fiction"
"2646"	"come from"	"Textbook Fiction"
"2647"	"lead"	"Textbook Fiction"
"2648"	"head"	"Textbook Fiction"
"2649"	"creep"	"Textbook Fiction"
"2650"	"get"	"Textbook Fiction"
"2651"	"run"	"Textbook Fiction"
"2652"	"run"	"Textbook Fiction"
"2653"	"wait"	"Textbook Fiction"
"2654"	"buy"	"Textbook Fiction"
"2655"	"stand"	"Textbook Fiction"
"2656"	"draw"	"Textbook Fiction"
"2657"	"have to"	"Textbook Fiction"
"2658"	"talk about"	"Textbook Fiction"
"2659"	"sit"	"Textbook Fiction"
"2660"	"fix"	"Textbook Fiction"
"2661"	"hide"	"Textbook Fiction"
"2662"	"come"	"Textbook Fiction"
"2663"	"address"	"Textbook Fiction"
"2664"	"sleep"	"Textbook Fiction"
"2665"	"ride"	"Textbook Fiction"
"2666"	"wait for"	"Textbook Fiction"
"2667"	"ride"	"Textbook Fiction"
"2668"	"wait for"	"Textbook Fiction"
"2669"	"come from"	"Textbook Fiction"
"2670"	"work"	"Textbook Fiction"
"2671"	"do"	"Textbook Fiction"
"2672"	"work"	"Textbook Fiction"
"2673"	"leave"	"Textbook Fiction"
"2674"	"feel"	"Textbook Fiction"
"2675"	"do"	"Textbook Fiction"
"2676"	"say"	"Textbook Fiction"
"2677"	"do"	"Textbook Fiction"
"2678"	"play"	"Textbook Fiction"
"2679"	"stand"	"Textbook Fiction"
"2680"	"do"	"Textbook Fiction"
"2681"	"work"	"Textbook Fiction"
"2682"	"live"	"Textbook Fiction"
"2683"	"write"	"Textbook Fiction"
"2684"	"write"	"Textbook Fiction"
"2685"	"smile"	"Textbook Fiction"
"2686"	"have"	"Textbook Fiction"
"2687"	"run"	"Textbook Fiction"
"2688"	"miss"	"Textbook Fiction"
"2689"	"walk"	"Textbook Fiction"
"2690"	"talk to"	"Textbook Fiction"
"2691"	"complain about"	"Textbook Fiction"
"2692"	"send up"	"Textbook Fiction"
"2693"	"live"	"Textbook Fiction"
"2694"	"send"	"Textbook Fiction"
"2695"	"tell"	"Textbook Fiction"
"2696"	"boil"	"Textbook Fiction"
"2697"	"do"	"Textbook Fiction"
"2698"	"go out"	"Textbook Fiction"
"2699"	"get"	"Textbook Fiction"
"2700"	"talk to"	"Textbook Fiction"
"2701"	"sit"	"Textbook Fiction"
"2702"	"wait"	"Textbook Fiction"
"2703"	"wear"	"Textbook Fiction"
"2704"	"go"	"Textbook Fiction"
"2705"	"tramp about"	"Textbook Fiction"
"2706"	"come"	"Textbook Fiction"
"2707"	"get married"	"Textbook Fiction"
"2708"	"pay for"	"Textbook Fiction"
"2709"	"rub"	"Textbook Fiction"
"2710"	"scoot"	"Textbook Fiction"
"2711"	"do"	"Textbook Fiction"
"2712"	"say"	"Textbook Fiction"
"2713"	"say"	"Textbook Fiction"
"2714"	"come back"	"Textbook Fiction"
"2715"	"operate"	"Textbook Fiction"
"2716"	"use"	"Textbook Fiction"
"2717"	"televise"	"Textbook Fiction"
"2718"	"listen"	"Textbook Fiction"
"2719"	"look forward"	"Textbook Fiction"
"2720"	"lean back"	"Textbook Fiction"
"2721"	"do"	"Textbook Fiction"
"2722"	"go on"	"Textbook Fiction"
"2723"	"go on"	"Textbook Fiction"
"2724"	"stand"	"Textbook Fiction"
"2725"	"have"	"Textbook Fiction"
"2726"	"struggle"	"Textbook Fiction"
"2727"	"sit"	"Textbook Fiction"
"2728"	"go"	"Textbook Fiction"
"2729"	"stand"	"Textbook Fiction"
"2730"	"give"	"Textbook Fiction"
"2731"	"walk"	"Textbook Fiction"
"2732"	"go on"	"Textbook Fiction"
"2733"	"say"	"Textbook Fiction"
"2734"	"listen"	"Textbook Fiction"
"2735"	"get on"	"Textbook Fiction"
"2736"	"sleep"	"Textbook Fiction"
"2737"	"pay"	"Textbook Fiction"
"2738"	"scoot"	"Textbook Fiction"
"2739"	"hold up"	"Textbook Fiction"
"2740"	"try"	"Textbook Fiction"
"2741"	"sit"	"Textbook Fiction"
"2742"	"say"	"Textbook Fiction"
"2743"	"risk"	"Textbook Fiction"
"2744"	"lose"	"Textbook Fiction"
"2745"	"realise"	"Textbook Fiction"
"2746"	"go"	"Textbook Fiction"
"2747"	"stand"	"Textbook Fiction"
"2748"	"expect"	"Textbook Fiction"
"2749"	"do"	"Textbook Fiction"
"2750"	"think of"	"Textbook Fiction"
"2751"	"move"	"Textbook Fiction"
"2752"	"talk about"	"Textbook Fiction"
"2753"	"do"	"Textbook Fiction"
"2754"	"see"	"Textbook Fiction"
"2755"	"wear"	"Textbook Fiction"
"2756"	"get ready"	"Textbook Fiction"
"2757"	"earn"	"Textbook Fiction"
"2758"	"think"	"Textbook Fiction"
"2759"	"wonder"	"Textbook Fiction"
"2760"	"hope"	"Textbook Fiction"
"2761"	"think"	"Textbook Fiction"
"2762"	"wear"	"Textbook Fiction"
"2763"	"wear"	"Textbook Fiction"
"2764"	"struggle"	"Textbook Fiction"
"2765"	"get"	"Textbook Fiction"
"2766"	"try"	"Textbook Fiction"
"2767"	"say"	"Textbook Fiction"
"2768"	"come"	"Textbook Fiction"
"2769"	"go"	"Textbook Fiction"
"2770"	"go"	"Textbook Fiction"
"2771"	"go"	"Textbook Fiction"
"2772"	"drive"	"Textbook Fiction"
"2773"	"see"	"Textbook Fiction"
"2774"	"queue"	"Textbook Fiction"
"2775"	"hurry"	"Textbook Fiction"
"2776"	"sing"	"Textbook Fiction"
"2777"	"say"	"Textbook Fiction"
"2778"	"tell"	"Textbook Fiction"
"2779"	"hang"	"Textbook Fiction"
"2780"	"try"	"Textbook Fiction"
"2781"	"hide"	"Textbook Fiction"
"2782"	"watch"	"Textbook Fiction"
"2783"	"wear"	"Textbook Fiction"
"2784"	"get"	"Textbook Fiction"
"2785"	"stand"	"Textbook Fiction"
"2786"	"sit"	"Textbook Fiction"
"2787"	"carry"	"Textbook Fiction"
"2788"	"leave"	"Textbook Fiction"
"2789"	"sit"	"Textbook Fiction"
"2790"	"sit"	"Textbook Fiction"
"2791"	"sit"	"Textbook Fiction"
"2792"	"stand"	"Textbook Fiction"
"2793"	"get"	"Textbook Fiction"
"2794"	"bug"	"Textbook Fiction"
"2795"	"campaign"	"Textbook Fiction"
"2796"	"walk"	"Textbook Fiction"
"2797"	"shake"	"Textbook Fiction"
"2798"	"breathe"	"Textbook Fiction"
"2799"	"try"	"Textbook Fiction"
"2800"	"go on"	"Textbook Fiction"
"2801"	"miss"	"Textbook Fiction"
"2802"	"get"	"Textbook Fiction"
"2803"	"become"	"Textbook Fiction"
"2804"	"go"	"Textbook Fiction"
"2805"	"race"	"Textbook Fiction"
"2806"	"write"	"Textbook Fiction"
"2807"	"expect"	"Textbook Fiction"
"2808"	"act"	"Textbook Fiction"
"2809"	"think"	"Textbook Fiction"
"2810"	"think"	"Textbook Fiction"
"2811"	"cheat"	"Textbook Fiction"
"2812"	"laugh"	"Textbook Fiction"
"2813"	"get"	"Textbook Fiction"
"2814"	"get"	"Textbook Fiction"
"2815"	"let"	"Textbook Fiction"
"2816"	"do"	"Textbook Fiction"
"2817"	"grow"	"Textbook Fiction"
"2818"	"collapse"	"Textbook Fiction"
"2819"	"sail"	"Textbook Fiction"
"2820"	"split off"	"Textbook Fiction"
"2821"	"wear"	"Textbook Fiction"
"2822"	"see"	"Textbook Fiction"
"2823"	"wade"	"Textbook Fiction"
"2824"	"half-expect"	"Textbook Fiction"
"2825"	"spend"	"Textbook Fiction"
"2826"	"walk"	"Textbook Fiction"
"2827"	"run"	"Textbook Fiction"
"2828"	"lie"	"Textbook Fiction"
"2829"	"shake"	"Textbook Fiction"
"2830"	"do"	"Textbook Fiction"
"2831"	"pray"	"Textbook Fiction"
"2832"	"make"	"Textbook Fiction"
"2833"	"follow"	"Textbook Fiction"
"2834"	"shake"	"Textbook Fiction"
"2835"	"collect"	"Textbook Fiction"
"2836"	"bleed"	"Textbook Fiction"
"2837"	"get"	"Textbook Fiction"
"2838"	"make"	"Textbook Fiction"
"2839"	"wait for"	"Textbook Fiction"
"2840"	"strut"	"Textbook Fiction"
"2841"	"enjoy"	"Textbook Fiction"
"2842"	"try"	"Textbook Fiction"
"2843"	"happen"	"Textbook Fiction"
"2844"	"wait"	"Textbook Fiction"
"2845"	"stand"	"Textbook Fiction"
"2846"	"happen"	"Textbook Fiction"
"2847"	"get started"	"Textbook Fiction"
"2848"	"buy"	"Textbook Fiction"
"2849"	"do"	"Textbook Fiction"
"2850"	"try"	"Textbook Fiction"
"2851"	"surf"	"Textbook Fiction"
"2852"	"engulf"	"Textbook Fiction"
"2853"	"say"	"Textbook Fiction"
"2854"	"tell"	"Textbook Fiction"
"2855"	"wade"	"Textbook Fiction"
"2856"	"talk about"	"Textbook Fiction"
"2857"	"do"	"Textbook Fiction"
"2858"	"go"	"Textbook Fiction"
"2859"	"do"	"Textbook Fiction"
"2860"	"have"	"Textbook Fiction"
"2861"	"scan"	"Textbook Fiction"
"2862"	"show"	"Textbook Fiction"
"2863"	"look for"	"Textbook Fiction"
"2864"	"sit"	"Textbook Fiction"
"2865"	"drive"	"Textbook Fiction"
"2866"	"plan"	"Textbook Fiction"
"2867"	"rehearse"	"Textbook Fiction"
"2868"	"say"	"Textbook Fiction"
"2869"	"suffer"	"Textbook Fiction"
"2870"	"suffer"	"Textbook Fiction"
"2871"	"tell"	"Textbook Fiction"
"2872"	"wonder"	"Textbook Fiction"
"2873"	"tell"	"Textbook Fiction"
"2874"	"talk about"	"Textbook Fiction"
"2875"	"talk about"	"Textbook Fiction"
"2876"	"talk about"	"Textbook Fiction"
"2877"	"talk about"	"Textbook Fiction"
"2878"	"teach"	"Textbook Fiction"
"2879"	"talk about"	"Textbook Fiction"
"2880"	"interview"	"Textbook Fiction"
"2881"	"think about"	"Textbook Fiction"
"2882"	"see"	"Textbook Fiction"
"2883"	"be"	"Textbook Fiction"
"2884"	"mean"	"Textbook Fiction"
"2885"	"have"	"Textbook Fiction"
"2886"	"love"	"Textbook Fiction"
"2887"	"dread"	"Textbook Fiction"
"2888"	"laugh"	"Textbook Fiction"
"2889"	"kiss"	"Textbook Fiction"
"2890"	"starve"	"Textbook Fiction"
"2891"	"have"	"Textbook Fiction"
"2892"	"save"	"Textbook Fiction"
"2893"	"do"	"Textbook Fiction"
"2894"	"wear"	"Textbook Fiction"
"2895"	"sit"	"Textbook Fiction"
"2896"	"read"	"Textbook Fiction"
"2897"	"record"	"Textbook Fiction"
"2898"	"visit"	"Textbook Fiction"
"2899"	"listen"	"Textbook Fiction"
"2900"	"stand"	"Textbook Fiction"
"2901"	"travel"	"Textbook Fiction"
"2902"	"change"	"Textbook Fiction"
"2903"	"come"	"Textbook Fiction"
"2904"	"pass through"	"Textbook Fiction"
"2905"	"treat oneself"	"Textbook Fiction"
"2906"	"wait for"	"Textbook Fiction"
"2907"	"wait"	"Textbook Fiction"
"2908"	"look for"	"Textbook Fiction"
"2909"	"say"	"Textbook Fiction"
"2910"	"talk"	"Textbook Fiction"
"2911"	"read"	"Textbook Fiction"
"2912"	"cook"	"Textbook Fiction"
"2913"	"relax"	"Textbook Fiction"
"2914"	"take care"	"Textbook Fiction"
"2915"	"talk to"	"Textbook Fiction"
"2916"	"go on"	"Textbook Fiction"
"2917"	"wave"	"Textbook Fiction"
"2918"	"sit"	"Textbook Fiction"
"2919"	"say"	"Textbook Fiction"
"2920"	"work"	"Textbook Fiction"
"2921"	"look at"	"Textbook Fiction"
"2922"	"show in"	"Textbook Fiction"
"2923"	"wear"	"Textbook Fiction"
"2924"	"join"	"Textbook Fiction"
"2925"	"go"	"Textbook Fiction"
"2926"	"grin"	"Textbook Fiction"
"2927"	"do"	"Textbook Fiction"
"2928"	"tell"	"Textbook Fiction"
"2929"	"live"	"Textbook Fiction"
"2930"	"live"	"Textbook Fiction"
"2931"	"stand"	"Textbook Fiction"
"2932"	"do"	"Textbook Fiction"
"2933"	"walk away"	"Textbook Fiction"
"2934"	"study"	"Textbook Fiction"
"2935"	"leave"	"Textbook Fiction"
"2936"	"rehearse"	"Textbook Fiction"
"2937"	"talk about"	"Textbook Fiction"
"2938"	"discuss"	"Textbook Fiction"
"2939"	"discuss"	"Textbook Fiction"
"2940"	"sit"	"Textbook Fiction"
"2941"	"interrupt"	"Textbook Fiction"
"2942"	"be"	"Textbook Fiction"
"2943"	"wonder"	"Textbook Fiction"
"2944"	"learn"	"Textbook Fiction"
"2945"	"learn"	"Textbook Fiction"
"2946"	"think"	"Textbook Fiction"
"2947"	"do"	"Textbook Fiction"
"2948"	"do"	"Textbook Fiction"
"2949"	"entertain"	"Textbook Fiction"
"2950"	"wear"	"Textbook Fiction"
"2951"	"point"	"Textbook Fiction"
"2952"	"straighten up"	"Textbook Fiction"
"2953"	"stare at"	"Textbook Fiction"
"2954"	"thud"	"Textbook Fiction"
"2955"	"sit"	"Textbook Fiction"
"2956"	"call"	"Textbook Fiction"
"2957"	"hold"	"Textbook Fiction"
"2958"	"hang"	"Textbook Fiction"
"2959"	"sit"	"Textbook Fiction"
"2960"	"show"	"Textbook Fiction"
"2961"	"walk"	"Textbook Fiction"
"2962"	"walk"	"Textbook Fiction"
"2963"	"chat"	"Textbook Fiction"
"2964"	"bark"	"Textbook Fiction"
"2965"	"relax"	"Textbook Fiction"
"2966"	"sit"	"Textbook Fiction"
"2967"	"say"	"Textbook Fiction"
"2968"	"work"	"Textbook Fiction"
"2969"	"look at"	"Textbook Fiction"
"2970"	"show in"	"Textbook Fiction"
"2971"	"wear"	"Textbook Fiction"
"2972"	"join"	"Textbook Fiction"
"2973"	"go"	"Textbook Fiction"
"2974"	"do"	"Textbook Fiction"
"2975"	"tell"	"Textbook Fiction"
"2976"	"live"	"Textbook Fiction"
"2977"	"live"	"Textbook Fiction"
"2978"	"stand"	"Textbook Fiction"
"2979"	"do"	"Textbook Fiction"
"2980"	"walk away"	"Textbook Fiction"
"2981"	"study"	"Textbook Fiction"
"2982"	"sit"	"Textbook Fiction"
"2983"	"interrupt"	"Textbook Fiction"
"2984"	"be"	"Textbook Fiction"
"2985"	"wonder"	"Textbook Fiction"
"2986"	"learn"	"Textbook Fiction"
"2987"	"learn"	"Textbook Fiction"
"2988"	"think"	"Textbook Fiction"
"2989"	"sit"	"Textbook Fiction"
"2990"	"work"	"Textbook Fiction"
"2991"	"enjoy"	"Textbook Fiction"
"2992"	"return"	"Textbook Fiction"
"2993"	"live"	"Textbook Fiction"
"2994"	"kid"	"Textbook Fiction"
"2995"	"sit"	"Textbook Fiction"
"2996"	"go"	"Textbook Fiction"
"2997"	"work on"	"Textbook Fiction"
"2998"	"celebrate"	"Textbook Fiction"
"2999"	"wait for"	"Textbook Fiction"
"3000"	"live"	"Textbook Fiction"
"3001"	"have"	"Textbook Fiction"
"3002"	"go"	"Textbook Fiction"
"3003"	"leave"	"Textbook Fiction"
"3004"	"leave"	"Textbook Fiction"
"3005"	"stare up"	"Textbook Fiction"
"3006"	"want"	"Textbook Fiction"
"3007"	"do"	"Textbook Fiction"
"3008"	"recharge"	"Textbook Fiction"
"3009"	"tell"	"Textbook Fiction"
"3010"	"get"	"Textbook Fiction"
"3011"	"begin"	"Textbook Fiction"
"3012"	"shake"	"Textbook Fiction"
"3013"	"shine"	"Textbook Fiction"
"3014"	"lie"	"Textbook Fiction"
"3015"	"look at"	"Textbook Fiction"
"3016"	"lie"	"Textbook Fiction"
"3017"	"stream in"	"Textbook Fiction"
"3018"	"stand"	"Textbook Fiction"
"3019"	"stare into"	"Textbook Fiction"
"3020"	"try"	"Textbook Fiction"
"3021"	"swarm"	"Textbook Fiction"
"3022"	"beat"	"Textbook Fiction"
"3023"	"start"	"Textbook Fiction"
"3024"	"go"	"Textbook Fiction"
"3025"	"speak"	"Textbook Fiction"
"3026"	"search for"	"Textbook Fiction"
"3027"	"talk about"	"Textbook Fiction"
"3028"	"do"	"Textbook Fiction"
"3029"	"go"	"Textbook Fiction"
"3030"	"try"	"Textbook Fiction"
"3031"	"browse"	"Textbook Fiction"
"3032"	"do"	"Textbook Fiction"
"3033"	"stare at"	"Textbook Fiction"
"3034"	"work"	"Textbook Fiction"
